Player,PTS,STL,BLK,AST,TRB,gID
James Harden,32,1,1,13,10,201603250HOU
Julius Randle,13,0,1,10,18,201603250LAL
LeBron James,27,1,2,11,11,201603260NYK
Draymond Green,13,1,3,11,11,201603270GSW
Russell Westbrook,26,1,0,12,10,201603280TOR
Nicolas Batum,19,1,0,12,11,201603290PHI
Giannis Antetokounmpo,18,2,3,11,11,201604010MIL
Jimmy Butler,28,3,2,12,17,201604020CHI
Draymond Green,22,2,3,10,10,201604030GSW
Russell Westbrook,13,2,0,12,14,201604050DEN
Rajon Rondo,27,2,0,12,10,201604050SAC
Russell Westbrook,13,1,0,14,10,201604110OKC
Jimmy Butler,10,0,1,10,12,201604130CHI
Draymond Green,23,1,3,11,13,201605010GSW
LeBron James,23,3,0,11,11,201605190CLE
Russell Westbrook,36,4,0,11,11,201605240OKC
LeBron James,27,2,3,11,11,201606190GSW
LeBron James,19,0,1,14,11,201610250CLE
Russell Westbrook,51,2,0,10,13,201610280OKC
Russell Westbrook,33,1,1,16,11,201610300OKC
James Harden,24,1,0,15,12,201611090SAS
James Harden,25,0,0,13,11,201611120HOU
Russell Westbrook,41,0,0,16,12,201611130OKC
Julius Randle,17,0,0,10,14,201611150LAL
James Harden,26,3,0,14,12,201611170HOU
Russell Westbrook,30,1,0,13,10,201611180OKC
Russell Westbrook,31,1,0,15,11,201611200OKC
Giannis Antetokounmpo,21,5,3,10,11,201611210MIL
LeBron James,31,3,0,13,10,201611230CLE
Russell Westbrook,36,1,1,17,11,201611250DEN
Russell Westbrook,17,1,1,15,13,201611260OKC
LeBron James,26,1,0,13,10,201611270PHI
Russell Westbrook,27,2,0,14,17,201611280NYK
Chris Paul,26,2,1,13,10,201611290BRK
Russell Westbrook,35,2,0,11,14,201611300OKC
James Harden,29,2,1,13,15,201612010GSW
Rajon Rondo,15,3,1,12,10,201612020CHI
Russell Westbrook,28,1,0,12,17,201612040OKC
Russell Westbrook,32,1,1,12,13,201612050ATL
Marc Gasol,28,3,2,10,11,201612050NOP
Giannis Antetokounmpo,15,2,4,11,12,201612070MIL
Russell Westbrook,27,3,0,10,10,201612090OKC
Tim Frazier,14,5,1,11,11,201612110PHO
Draymond Green,12,4,1,10,14,201612130NOP
James Harden,15,1,0,14,11,201612140HOU
James Harden,29,0,0,13,11,201612160HOU
Russell Westbrook,26,2,1,22,11,201612170OKC
Nicolas Batum,20,1,1,10,11,201612230CHO
Russell Westbrook,45,1,0,11,11,201612230BOS
Russell Westbrook,29,0,0,11,17,201612270MIA
Karl-Anthony Towns,15,0,2,10,11,201612280DEN
James Harden,30,5,2,10,13,201612300HOU
Kevin Durant,19,0,0,10,11,201612300GSW
Malcolm Brogdon,15,0,0,12,10,201612310CHI
James Harden,53,0,0,17,16,201612310HOU
Russell Westbrook,17,2,0,14,12,201612310OKC
James Harden,23,3,0,10,10,201701020HOU
Draymond Green,15,0,0,13,10,201701020GSW
Julius Randle,19,1,0,11,14,201701030LAL
Russell Westbrook,32,3,0,11,17,201701070OKC
James Harden,40,2,2,11,10,201701080TOR
James Harden,40,0,0,10,15,201701100HOU
Russell Westbrook,24,2,1,12,13,201701110OKC
Russell Westbrook,21,2,0,12,11,201701130MIN
James Harden,22,1,0,11,12,201701150BRK
Russell Westbrook,36,4,0,10,11,201701150SAC
Draymond Green,11,1,5,11,13,201701160GSW
James Harden,40,2,0,10,12,201701170MIA
Russell Westbrook,27,2,2,13,15,201701180GSW
DeMarcus Cousins,25,1,3,10,12,201701180SAC
LeBron James,26,2,0,12,10,201701230NOP
Russell Westbrook,38,4,1,10,11,201701230UTA
LeBron James,24,2,1,11,13,201701250CLE
Russell Westbrook,27,1,1,10,12,201701250NOP
James Harden,51,2,1,13,13,201701270PHI
Russell Westbrook,20,1,1,10,12,201701290CLE
Russell Westbrook,38,3,0,12,13,201702030OKC
Nikola Jokić,20,1,0,11,12,201702030DEN
DeMarcus Cousins,22,1,2,12,11,201702030SAC
Kyle Lowry,15,1,0,11,10,201702050BRK
Blake Griffin,26,1,0,11,11,201702060TOR
Russell Westbrook,29,4,0,11,12,201702090OKC
Nikola Jokić,17,2,0,12,21,201702130DEN
James Harden,38,0,1,12,12,201702150HOU
Eric Bledsoe,25,2,0,13,10,201702150PHO
Russell Westbrook,38,3,1,12,14,201702150OKC
LeBron James,18,0,3,15,13,201702230CLE
Russell Westbrook,17,3,0,17,18,201702240OKC
Jimmy Butler,18,1,0,10,10,201702250CLE
Russell Westbrook,41,1,0,11,11,201702260OKC
Nikola Jokić,19,0,1,10,16,201702280CHI
Russell Westbrook,43,0,0,10,11,201702280OKC
LeBron James,28,1,1,10,13,201703010BOS
Nikola Jokić,13,1,0,10,14,201703010MIL
Ricky Rubio,11,3,0,10,13,201703040SAS
Elfrid Payton,16,1,0,10,11,201703060ORL
Julius Randle,13,1,0,10,18,201703070DAL
Elfrid Payton,22,2,2,14,14,201703080ORL
LeBron James,29,1,0,10,14,201703090DET
Russell Westbrook,23,2,0,13,13,201703090OKC
Russell Westbrook,33,2,2,14,11,201703110OKC
LeBron James,24,0,1,12,12,201703110ORL
James Harden,38,1,1,11,10,201703120HOU
Elfrid Payton,13,0,1,13,10,201703130SAC
LeBron James,16,0,0,12,11,201703140CLE
Russell Westbrook,25,2,1,19,12,201703140BRK
James Harden,18,2,0,13,12,201703150HOU
Russell Westbrook,24,1,0,16,10,201703160TOR
Marc Gasol,18,0,0,10,10,201703160ATL
Nikola Jokić,17,0,0,10,14,201703160DEN
James Harden,41,2,0,11,14,201703170NOP
James Harden,40,2,0,10,10,201703180DEN
Russell Westbrook,18,0,2,14,11,201703220OKC
Elfrid Payton,14,0,0,10,11,201703240ORL
Russell Westbrook,39,0,0,13,11,201703260HOU
Russell Westbrook,37,2,0,10,13,201703270DAL
James Harden,24,1,0,13,11,201703280HOU
Russell Westbrook,57,3,0,11,13,201703290ORL
Nikola Jokić,26,0,0,10,13,201703310CHO
Russell Westbrook,32,0,0,12,15,201703310OKC
Elfrid Payton,20,1,0,11,11,201704010BRK
Russell Westbrook,40,2,0,10,13,201704020OKC
LeBron James,41,2,1,11,14,201704020CLE
Draymond Green,11,1,1,13,11,201704020GSW
LeBron James,18,2,1,11,11,201704040CLE
Russell Westbrook,12,2,0,13,13,201704040OKC
Jimmy Butler,19,2,0,10,10,201704060PHI
LeBron James,32,1,0,10,16,201704090ATL
Russell Westbrook,50,1,0,10,16,201704090DEN
James Harden,35,1,0,15,11,201704090SAC
Giannis Antetokounmpo,10,0,1,10,11,201704100MIL
Ty Lawson,22,1,0,12,10,201704110SAC
James Harden,27,4,1,12,10,201704120HOU
Russell Westbrook,51,4,1,13,10,201704190HOU
LeBron James,41,1,2,12,13,201704200IND
Russell Westbrook,32,3,0,11,12,201704210OKC
Russell Westbrook,35,3,1,14,14,201704230OKC
Draymond Green,17,2,0,11,10,201705080UTA
James Harden,33,1,1,10,10,201705090SAS
Stephen Curry,32,1,0,11,10,201706040GSW
LeBron James,29,3,1,14,11,201706040GSW
LeBron James,31,1,0,11,10,201706090CLE
Russell Westbrook,21,0,1,16,10,201710190OKC
Ben Simmons,21,1,0,10,12,201710230DET
LeBron James,29,0,4,13,10,201710250BRK
Russell Westbrook,28,3,0,16,10,201710250OKC
James Harden,27,1,0,11,10,201710270CHO
Kyle Lowry,11,2,0,12,10,201710270LAL
DeMarcus Cousins,29,3,0,10,12,201710280NOP
Russell Westbrook,12,2,0,13,13,201710280CHI
Russell Westbrook,12,0,0,10,10,201710310MIL
Ben Simmons,14,2,3,11,11,201711030PHI
James Harden,35,5,1,13,11,201711090HOU
Lonzo Ball,19,3,3,13,12,201711110MIL
Lonzo Ball,11,0,2,11,16,201711190LAL
Russell Westbrook,22,3,0,12,16,201711200NOP
Blake Griffin,26,1,0,10,10,201711220ATL
LeBron James,27,0,3,13,16,201711240CLE
Russell Westbrook,27,3,0,11,11,201711240OKC
Russell Westbrook,34,1,1,14,12,201712050OKC
Kevin Durant,35,0,2,10,11,201712060CHO
Ben Simmons,12,0,1,15,12,201712070PHI
Nikola Vučević,31,1,1,10,13,201712090ATL
LeBron James,30,3,0,13,13,201712090CLE
Russell Westbrook,20,1,0,14,11,201712090MEM
Rajon Rondo,13,0,0,12,12,201712110HOU
Russell Westbrook,10,2,0,12,17,201712130IND
LeBron James,25,2,2,12,12,201712140CLE
Russell Westbrook,27,2,0,15,17,201712150PHI
Kyle Lowry,10,4,0,12,10,201712150TOR
LeBron James,29,1,0,10,11,201712160CLE
LeBron James,20,0,1,15,11,201712170WAS
Ben Simmons,19,0,4,10,11,201712180CHI
Chris Paul,18,1,2,10,10,201712180HOU
Russell Westbrook,27,1,1,10,10,201712230UTA
Pau Gasol,14,0,0,10,11,201712230SAC
Draymond Green,12,2,1,11,12,201712250GSW
LeBron James,16,5,0,14,10,201712270SAC
Dennis Smith,21,1,0,10,10,201712290NOP
Russell Westbrook,38,1,0,11,15,201712310OKC
Draymond Green,17,2,1,10,14,201801040HOU
Russell Westbrook,29,1,0,11,12,201801040LAC
Russell Westbrook,26,2,0,11,10,201801070PHO
Nikola Jokić,22,3,1,11,12,201801080GSW
Jarrett Jack,16,2,0,10,10,201801100NYK
Khris Middleton,23,1,0,10,14,201801200PHI
DeMarcus Cousins,44,4,1,10,23,201801220NOP
Blake Griffin,32,1,0,12,11,201801220LAC
Ben Simmons,19,0,2,14,17,201801240PHI
Kevin Durant,28,2,3,11,10,201801250GSW
LeBron James,26,4,1,11,10,201801260CLE
Marc Gasol,13,0,5,10,12,201801260MEM
DeMarcus Cousins,15,3,0,11,13,201801260NOP
Russell Westbrook,31,2,0,13,11,201801270DET
Nikola Jokić,11,0,2,11,16,201801270DEN
James Harden,60,4,1,11,10,201801300HOU
Nicolas Batum,10,2,0,10,11,201801310ATL
Terry Rozier,17,2,2,10,11,201801310BOS
Nikola Jokić,29,1,2,14,13,201802010DEN
Russell Westbrook,16,1,0,14,11,201802020OKC
LeBron James,37,1,1,15,10,201802070CLE
LeBron James,22,0,0,19,12,201802090ATL
Rajon Rondo,25,0,1,12,10,201802100BRK
T.J. McConnell,10,6,0,11,10,201802120PHI
Nikola Jokić,23,0,1,11,13,201802130DEN
Ben Simmons,18,4,0,10,12,201802140PHI
Russell Westbrook,23,1,2,15,13,201802140MEM
Elfrid Payton,13,1,1,12,11,201802140UTA
Giannis Antetokounmpo,36,0,3,13,11,201802150MIL
Nikola Jokić,30,1,2,17,15,201802150MIL
Russell Westbrook,17,2,0,11,15,201802220SAC
LeBron James,18,1,0,11,14,201802230MEM
Nikola Jokić,28,0,0,11,11,201802230DEN
Julius Randle,18,0,0,10,13,201802230LAL
LeBron James,31,1,0,11,12,201802270CLE
LeBron James,25,2,0,15,10,201803030CLE
Elfrid Payton,11,1,1,14,10,201803040ATL
Draymond Green,11,3,2,10,12,201803080GSW
Russell Westbrook,21,1,0,10,12,201803100OKC
Anthony Davis,25,3,10,3,11,201803110NOP
Nikola Jokić,20,2,1,10,11,201803110DEN
Russell Westbrook,17,0,0,11,10,201803120OKC
Ben Simmons,10,0,0,10,13,201803130PHI
Russell Westbrook,32,1,1,12,12,201803130ATL
LeBron James,28,3,2,11,12,201803130PHO
Nicolas Batum,10,0,0,16,10,201803150ATL
Ben Simmons,13,1,0,12,10,201803150NYK
Nikola Jokić,23,3,3,10,12,201803150DEN
Russell Westbrook,16,0,0,11,10,201803160OKC
LeBron James,33,1,2,12,13,201803170CHI
Russell Westbrook,37,2,0,14,13,201803180TOR
LeBron James,40,2,1,10,12,201803190CLE
Ben Simmons,11,3,0,15,12,201803190PHI
Blake Griffin,21,2,0,10,10,201803220HOU
Kyle Lowry,25,0,0,12,10,201803230TOR
D'Angelo Russell,18,1,0,13,11,201803230TOR
Ben Simmons,15,2,0,13,12,201803240PHI
James Harden,18,2,0,15,10,201803250HOU
Jrue Holiday,21,0,2,11,11,201803270NOP
Ben Simmons,13,1,2,11,12,201803300ATL
LeBron James,16,0,0,12,13,201804010CLE
Russell Westbrook,26,2,0,13,15,201804010NOP
Ben Simmons,27,4,1,13,15,201804060PHI
LeBron James,44,2,1,11,11,201804060PHI
Greg Monroe,19,2,1,10,11,201804060BOS
Nikola Jokić,23,2,1,11,11,201804070LAC
Russell Westbrook,23,1,0,13,18,201804090MIA
Eric Bledsoe,20,3,0,11,12,201804090MIL
Nikola Jokić,15,2,1,11,20,201804090DEN
Markelle Fultz,13,2,1,10,10,201804110PHI
LeBron James,24,1,1,12,10,201804150CLE
Ben Simmons,17,4,0,10,13,201804210MIA
Ricky Rubio,26,2,1,10,11,201804210UTA
Victor Oladipo,28,4,0,10,13,201804270IND
Draymond Green,16,3,2,11,15,201804280GSW
LeBron James,26,1,2,13,11,201805010TOR
Jrue Holiday,27,1,0,11,10,201805080GSW
LeBron James,42,0,1,12,10,201805150BOS
LeBron James,33,2,2,11,10,201806060CLE
Kevin Durant,20,1,3,10,12,201806080CLE
Elfrid Payton,10,1,0,10,10,201810170HOU
Ben Simmons,13,1,2,11,13,201810180PHI
Nikola Vučević,27,2,0,12,13,201810200PHI
Nikola Jokić,35,4,1,11,11,201810200DEN
Giannis Antetokounmpo,32,2,3,10,18,201810240MIL
Ben Simmons,14,1,0,11,13,201810240MIL
LeBron James,28,3,0,11,11,201810250LAL
De'Aaron Fox,31,1,0,15,10,201811010ATL
Giannis Antetokounmpo,26,1,1,11,15,201811040MIL
Kevin Durant,33,1,2,10,11,201811120LAC
Joel Embiid,19,0,2,10,13,201811140ORL
Julius Randle,21,1,0,10,14,201811190NOP
Kyle Lowry,21,0,0,17,12,201811210ATL
Russell Westbrook,11,2,1,13,11,201811210GSW
Russell Westbrook,16,1,0,12,10,201811240OKC
James Harden,25,6,0,17,11,201811280HOU
Russell Westbrook,23,2,0,15,18,201811280OKC
Nikola Jokić,23,2,0,15,11,201812030TOR
Russell Westbrook,21,1,0,17,15,201812050BRK
Russell Westbrook,24,4,0,13,17,201812070CHI
Russell Westbrook,12,1,0,10,11,201812100OKC
Chris Paul,11,3,1,10,11,201812110HOU
James Harden,50,2,0,11,10,201812130HOU
Lonzo Ball,16,5,1,10,10,201812150CHO
LeBron James,24,1,0,11,12,201812150CHO
James Harden,32,2,0,10,12,201812150MEM
Ben Simmons,22,1,0,14,11,201812160CLE
Blake Griffin,19,1,0,11,10,201812170DET
Russell Westbrook,13,5,0,11,16,201812170OKC
Ben Simmons,13,1,1,10,12,201812190PHI
Russell Westbrook,19,6,0,17,11,201812190SAC
LeBron James,22,2,0,14,12,201812210LAL
Bradley Beal,40,0,1,15,11,201812220WAS
Russell Westbrook,23,1,0,10,11,201812230OKC
Kevin Durant,26,1,1,11,10,201812270GSW
Ben Simmons,13,3,1,12,14,201812270UTA
Giannis Antetokounmpo,31,2,3,10,10,201812290MIL
James Harden,43,2,0,13,10,201812310HOU
Russell Westbrook,32,4,0,11,11,201812310OKC
Nikola Jokić,19,1,3,15,14,201901010DEN
Russell Westbrook,14,2,2,10,16,201901020LAL
DeMar DeRozan,21,2,0,11,14,201901030SAS
James Harden,44,1,2,15,10,201901030GSW
Kyle Anderson,11,0,1,10,11,201901040MEM
Ben Simmons,20,0,0,11,13,201901050PHI
Russell Westbrook,22,0,1,13,15,201901060OKC
Nikola Jokić,29,1,0,10,11,201901080MIA
Nikola Jokić,18,0,2,10,14,201901100DEN
Russell Westbrook,24,2,0,24,13,201901100SAS
Ben Simmons,23,2,1,15,10,201901110PHI
Tomáš Satoranský,18,2,0,10,12,201901110WAS
James Harden,43,2,2,12,10,201901110HOU
Bradley Beal,43,3,2,15,10,201901130WAS
Giannis Antetokounmpo,12,3,0,10,10,201901150MIL
Jusuf Nurkić,10,0,5,10,10,201901160POR
Nikola Jokić,19,1,0,12,11,201901190DEN
Luka Dončić,18,1,1,10,11,201901210MIL
Russell Westbrook,29,1,0,14,10,201901220OKC
Marc Gasol,22,3,0,10,17,201901230MEM
Ben Simmons,21,1,0,15,10,201901230PHI
Russell Westbrook,23,2,0,16,17,201901240OKC
Lou Williams,31,1,1,10,10,201901250CHI
Nikola Jokić,32,1,0,10,18,201901260DEN
CJ McCollum,28,1,0,10,10,201901260POR
Russell Westbrook,13,1,1,11,13,201901270OKC
Luka Dončić,35,0,0,10,12,201901270DAL
Russell Westbrook,23,0,1,14,14,201901290ORL
Dennis Smith,13,0,0,15,10,201901300NYK
Nikola Jokić,20,3,2,10,13,201901300NOP
Russell Westbrook,14,1,1,14,12,201902010MIA
Nikola Jokić,13,0,0,10,16,201902020MIN
Russell Westbrook,22,2,0,16,12,201902030BOS
Russell Westbrook,16,1,1,16,15,201902050OKC
Nikola Jokić,25,1,1,10,14,201902060BRK
Luka Dončić,19,1,0,11,10,201902060DAL
LeBron James,28,3,0,12,12,201902070BOS
Russell Westbrook,15,4,0,15,13,201902070OKC
Nikola Jokić,27,3,0,10,10,201902080PHI
Russell Westbrook,21,2,1,11,12,201902090HOU
Paul George,47,2,0,10,12,201902110OKC
Russell Westbrook,21,1,2,11,14,201902110OKC
LeBron James,28,3,1,16,11,201902120ATL
Giannis Antetokounmpo,33,2,1,11,19,201902130IND
Nikola Jokić,20,1,0,11,18,201902130DEN
Russell Westbrook,44,1,2,11,14,201902140NOP
Blake Griffin,20,1,0,10,10,201902250DET
LeBron James,24,3,0,11,12,201902250MEM
Luka Dončić,28,0,1,10,10,201902250LAC
Eric Bledsoe,26,1,0,13,12,201902270SAC
Russell Westbrook,23,1,1,11,11,201902280OKC
Ben Simmons,11,2,2,11,13,201902280OKC
Ben Simmons,25,3,0,11,15,201903020PHI
Rajon Rondo,24,1,0,12,10,201903040LAL
Kyle Lowry,13,2,0,12,11,201903080NOP
Trae Young,23,1,0,11,10,201903090ATL
LeBron James,30,0,0,12,10,201903090LAL
Elfrid Payton,15,1,1,10,10,201903100ATL
Elfrid Payton,14,1,1,11,15,201903120NOP
Russell Westbrook,31,3,0,11,12,201903130OKC
Russell Westbrook,19,4,2,11,14,201903140IND
Kyrie Irving,31,1,1,12,10,201903140BOS
Elfrid Payton,14,1,0,16,12,201903150NOP
Elfrid Payton,16,1,0,16,12,201903160NOP
Luka Dončić,29,2,0,10,13,201903180DAL
Elfrid Payton,19,1,0,11,10,201903180DAL
Russell Westbrook,18,4,1,13,12,201903220TOR
Luka Dončić,23,3,0,10,11,201903230GSW
LeBron James,29,2,1,11,11,201903240LAL
Luka Dončić,28,0,0,12,12,201903260DAL
Russell Westbrook,17,2,1,12,11,201903270OKC
Goran Dragić,23,1,1,11,12,201903280MIA
James Harden,50,0,0,10,11,201903300HOU
Russell Westbrook,25,2,0,11,11,201903310OKC
Al Horford,19,1,0,10,11,201904010BOS
Evan Turner,13,1,0,10,11,201904010MIN
Russell Westbrook,20,3,0,21,20,201904020OKC
Evan Turner,13,0,0,11,12,201904030POR
Joel Embiid,34,2,3,13,13,201904040PHI
Mario Hezonja,16,1,0,11,16,201904050HOU
Delon Wright,26,2,0,14,10,201904050DAL
Russell Westbrook,27,1,0,15,10,201904070MIN
Delon Wright,20,0,1,12,13,201904070MEM
Luka Dončić,21,3,0,11,16,201904090DAL
Russell Westbrook,29,0,0,10,12,201904090OKC
Dwyane Wade,25,0,1,10,11,201904100BRK
Delon Wright,13,3,0,11,11,201904100MEM
Russell Westbrook,15,1,1,17,11,201904100MIL
Nikola Jokić,10,2,0,14,14,201904130DEN
Russell Westbrook,24,0,0,10,10,201904140POR
Ben Simmons,18,2,0,12,10,201904150PHI
James Harden,32,0,1,10,13,201904170HOU
Russell Westbrook,29,4,2,14,11,201904230POR
Draymond Green,16,0,4,10,14,201904260LAC
Nikola Jokić,21,1,3,10,15,201904270DEN
Nikola Jokić,33,1,2,14,18,201905030POR
Draymond Green,19,0,2,10,11,201905040HOU
Nikola Jokić,21,2,0,11,12,201905050POR
Draymond Green,20,4,1,12,13,201905180POR
Stephen Curry,37,1,0,11,13,201905200POR
Draymond Green,18,3,2,11,14,201905200POR
Draymond Green,10,1,0,10,10,201905300TOR
Draymond Green,11,3,2,13,19,201906130GSW
Giannis Antetokounmpo,30,1,1,11,13,201910240HOU
Luka Dončić,25,2,0,10,10,201910250NOP
Nikola Jokić,23,1,2,12,14,201910250DEN
Russell Westbrook,28,1,0,13,10,201910260HOU
Draymond Green,16,2,0,10,17,201910280NOP
Nikola Jokić,10,3,0,10,10,201910290DEN
Russell Westbrook,17,2,1,12,10,201910300WAS
Luka Dončić,31,0,1,15,13,201911010DAL
LeBron James,39,4,1,16,12,201911010DAL
Kyrie Irving,20,0,0,10,11,201911020DET
LeBron James,21,2,1,13,11,201911030SAS
Luka Dončić,29,0,0,15,14,201911030CLE
LeBron James,30,2,1,11,10,201911050CHI
Luka Dončić,38,0,0,10,14,201911080DAL
LeBron James,13,0,1,15,13,201911100LAL
Luka Dončić,33,3,1,11,10,201911140NYK
Russell Westbrook,28,2,1,10,13,201911180HOU
Luka Dončić,42,0,0,12,11,201911180DAL
LeBron James,25,2,0,10,11,201911190LAL
Luka Dončić,35,4,0,11,10,201911200DAL
Giannis Antetokounmpo,24,3,1,15,19,201911210MIL
Ben Simmons,10,2,1,13,10,201911220PHI
Nikola Jokić,18,3,1,10,16,201911220DEN
Trae Young,30,1,0,10,10,201911230ATL
Jimmy Butler,22,1,0,12,13,201912030TOR
Russell Westbrook,19,2,1,10,10,201912030SAS
Russell Westbrook,19,2,0,11,13,201912050TOR
Jimmy Butler,28,1,2,11,11,201912060MIA
Russell Westbrook,24,3,2,11,14,201912070HOU
Bam Adebayo,30,2,0,11,11,201912100MIA
Jimmy Butler,20,0,0,10,18,201912100MIA
LeBron James,25,2,0,10,11,201912110ORL
Draymond Green,14,4,0,12,10,201912110GSW
Luka Dončić,41,0,0,11,12,201912120DET
Bam Adebayo,18,2,2,10,11,201912140DAL
Nikola Jokić,28,1,0,12,14,201912140DEN
Ricky Rubio,10,2,0,14,11,201912160PHO
Kyle Lowry,20,2,1,10,10,201912180DET
LeBron James,21,0,0,11,12,201912190MIL
Nikola Jokić,22,0,2,10,10,201912200DEN
Giannis Antetokounmpo,22,2,0,10,11,201912210NYK
Ben Simmons,16,0,0,17,13,201912230DET
Nikola Jokić,22,1,0,10,12,201912230PHO
Nikola Jokić,31,1,0,10,10,201912280DEN
Luka Dončić,31,2,0,15,12,201912280GSW
Lonzo Ball,27,2,0,10,10,201912290NOP
LeBron James,31,2,1,12,13,202001010LAL
James Harden,44,1,1,11,11,202001030HOU
Ben Simmons,29,3,4,11,13,202001030HOU
Luka Dončić,39,2,0,10,12,202001040DAL
LeBron James,21,0,0,11,14,202001050LAL
Luka Dončić,38,0,1,10,11,202001060DAL
Trae Young,42,0,1,10,13,202001080ATL
James Harden,41,2,3,10,10,202001080ATL
Lonzo Ball,10,0,1,10,13,202001110BOS
Shai Gilgeous-Alexander,20,0,1,10,20,202001130MIN
Russell Westbrook,31,1,0,12,11,202001150HOU
Luka Dončić,25,0,0,17,15,202001150SAC
Markelle Fultz,21,1,0,10,11,202001150LAL
Lonzo Ball,18,2,1,11,10,202001180NOP
Andrew Wiggins,18,1,0,11,10,202001180MIN
Domantas Sabonis,22,0,0,10,15,202001190DEN
Ben Simmons,34,5,2,12,12,202001200BRK
Russell Westbrook,32,2,0,12,11,202001200HOU
Giannis Antetokounmpo,28,1,1,10,14,202001200MIL
Nikola Jokić,19,1,1,10,12,202001220HOU
LeBron James,27,1,1,10,11,202001230BRK
Kawhi Leonard,33,2,1,10,10,202001240MIA
Shabazz Napier,10,2,0,13,10,202001250MIN
Nikola Jokić,24,2,0,11,12,202001260DEN
Domantas Sabonis,27,0,1,11,14,202001260POR
Bam Adebayo,20,1,0,10,10,202001270MIA
Damian Lillard,36,1,0,11,10,202001290POR
LeBron James,15,2,0,11,10,202002010SAC
Nikola Jokić,39,3,2,11,10,202002020DET
Elfrid Payton,17,1,0,15,11,202002030CLE
Domantas Sabonis,15,0,0,10,11,202002050TOR
Nikola Jokić,30,2,0,10,21,202002050UTA
Ben Simmons,19,4,0,10,10,202002090PHI
Ja Morant,27,1,1,10,10,202002090WAS
James Harden,28,1,2,10,10,202002090HOU
Domantas Sabonis,23,1,0,11,10,202002100IND
Ben Simmons,26,1,0,10,12,202002110PHI
Kyle Lowry,12,1,0,12,11,202002120BRK
LeBron James,32,0,0,14,12,202002120DEN
Luka Dončić,26,1,0,14,10,202002260SAS
Aaron Gordon,17,0,2,12,11,202002280ORL
Nikola Jokić,23,1,0,11,18,202003010DEN
LeBron James,34,2,0,13,12,202003010NOP
Jrue Holiday,27,0,0,12,10,202003030NOP
Luka Dončić,30,1,1,10,17,202003040DAL
Caris LeVert,27,0,0,10,11,202003060BRK
James Harden,30,2,0,14,10,202003070CHO
Ricky Rubio,25,3,0,13,13,202003080PHO
Luka Dončić,28,1,1,10,13,202007310DAL
Nikola Jokić,30,2,0,10,12,202008030OKC
Luka Dončić,34,0,2,12,20,202008040SAC
Luka Dončić,36,1,0,19,14,202008080DAL
Ja Morant,12,0,0,10,13,202008130MEM
Jonas Valančiūnas,26,0,0,12,19,202008130MEM
